,NUM_CURSOS,CODIGO_IES,TIPO_CATEGORIA_ADM,REGIAO,UF,DEFICIENCIA_FISICA,DEFICIENCIA_AUDITIVA,DEFICIENCIA_VISUAL,DEFICIENCIA_COGNITIVA,DEFICIENCIA_MULTIPLA,RECURSOS_DEF_FISICA,RECURSOS_DEF_VISUAL,RECURSOS_DEF_AUDITIVA,RECURSOS_DEF_COGNITIVA,RECURSOS_DEF_MULTIPLA
442,16,898,Privada sem fins lucrativos,Sudeste,São Paulo,1.0,1.0,2.0,0.0,0.0,1.125,1.6875,1.5,0.75,0.75
444,1,905,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,0.0,0.0,4.0,3.0,5.0,2.0,2.0
445,5,908,Privada com fins lucrativos,Nordeste,Alagoas,2.0,0.0,0.0,0.0,0.0,1.2,1.6,1.4,0.8,0.8
447,8,910,Privada sem fins lucrativos,Sudeste,São Paulo,12.0,0.0,0.0,0.0,0.0,1.25,1.25,1.625,0.625,0.625
450,14,916,Privada com fins lucrativos,Nordeste,Piauí,5.0,2.0,3.0,3.0,0.0,2.5,1.6428571428571428,2.5,1.6428571428571428,1.6428571428571428
451,36,918,Privada com fins lucrativos,Sul,Paraná,0.0,0.0,1.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.05555555555555555,0.05555555555555555
453,13,923,Privada sem fins lucrativos,Sudeste,São Paulo,6.0,1.0,4.0,0.0,0.0,3.2307692307692313,4.307692307692308,3.2307692307692313,2.1538461538461537,2.1538461538461537
454,22,926,Privada com fins lucrativos,Centro-Oeste,Mato Grosso do Sul,22.0,11.0,23.0,4.0,0.0,3.5454545454545454,3.5454545454545454,4.727272727272728,2.363636363636364,2.363636363636364
459,38,952,Privada sem fins lucrativos,Sudeste,São Paulo,5.0,2.0,4.0,0.0,0.0,0.7894736842105263,1.1842105263157894,1.0526315789473684,0.5263157894736842,0.5263157894736842
460,48,953,Privada sem fins lucrativos,Sudeste,São Paulo,3.0,0.0,1.0,0.0,1.0,0.20833333333333331,0.10416666666666667,0.22916666666666666,0.10416666666666667,0.10416666666666667
461,4,967,Pública Estadual,Sudeste,São Paulo,1.0,1.0,0.0,1.0,0.0,2.25,3.75,3.0,1.5,1.5
462,2,976,Privada sem fins lucrativos,Centro-Oeste,Mato Grosso do Sul,1.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,2.0
463,2,985,Privada com fins lucrativos,Centro-Oeste,Goiás,4.0,0.0,1.0,0.0,0.0,2.5,1.5,2.5,1.5,1.5
465,11,991,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.7272727272727273,0.5454545454545454,0.2727272727272727,0.2727272727272727
466,4,994,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,1.0,0.0,1.0,0.0,0.0,3.0,3.0,2.5,2.0,2.0
467,11,997,Privada sem fins lucrativos,Sudeste,São Paulo,1.0,1.0,2.0,0.0,0.0,0.5454545454545454,0.3636363636363637,0.6363636363636364,0.2727272727272727,0.2727272727272727
469,10,1014,Privada sem fins lucrativos,Sul,Santa Catarina,1.0,0.0,0.0,0.0,0.0,0.6,0.5,0.5,0.4,0.4
471,6,1021,Privada sem fins lucrativos,Nordeste,Pernambuco,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,19,1027,Pública Estadual,Sudeste,Rio de Janeiro,9.0,3.0,4.0,2.0,0.0,0.3157894736842105,0.2631578947368421,0.2631578947368421,0.15789473684210525,0.15789473684210525
473,57,1028,Pública Estadual,Centro-Oeste,Mato Grosso do Sul,10.0,1.0,7.0,3.0,0.0,0.0,0.0,0.12280701754385966,0.0,0.0
475,67,1032,Privada sem fins lucrativos,Sudeste,São Paulo,11.0,0.0,1.0,2.0,0.0,1.0298507462686568,1.388059701492537,1.2686567164179106,0.6865671641791045,0.6865671641791045
476,117,1036,Pública Estadual,Sudeste,Minas Gerais,2.0,31.0,99.0,15.0,0.0,0.0,0.0,0.5811965811965812,0.0,0.0
478,62,1041,Privada sem fins lucrativos,Sul,Rio Grande do Sul,17.0,11.0,24.0,8.0,0.0,3.290322580645161,3.838709677419355,3.838709677419355,2.1935483870967745,2.1935483870967745
479,126,1042,Privada com fins lucrativos,Sul,Paraná,37.0,20.0,81.0,84.0,4.0,0.5079365079365079,0.8571428571428571,1.0476190476190477,0.4444444444444444,0.4444444444444444
480,25,1043,Privada sem fins lucrativos,Sudeste,São Paulo,34.0,14.0,109.0,3.0,0.0,6.0,7.0,6.0,4.0,4.0
481,22,1045,Privada com fins lucrativos,Sudeste,São Paulo,14.0,8.0,15.0,4.0,0.0,3.5454545454545454,3.5454545454545454,4.727272727272728,2.363636363636364,2.363636363636364
483,11,1048,Privada sem fins lucrativos,Sudeste,São Paulo,2.0,1.0,1.0,0.0,0.0,0.7272727272727273,0.7272727272727273,0.9090909090909092,0.4545454545454545,0.4545454545454545
484,14,1049,Privada sem fins lucrativos,Norte,Amazonas,1.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.07142857142857142
485,4,1051,Privada com fins lucrativos,Nordeste,Alagoas,0.0,1.0,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.5
486,15,1053,Privada com fins lucrativos,Nordeste,Bahia,0.0,0.0,1.0,1.0,0.0,0.4,0.4666666666666667,0.4,0.26666666666666666,0.26666666666666666
487,30,1055,Privada sem fins lucrativos,Nordeste,Bahia,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06666666666666668,0.0,0.0
488,45,1058,Privada com fins lucrativos,Nordeste,Bahia,7.0,3.0,6.0,1.0,0.0,1.2,1.8,1.6,0.8,0.8
489,4,1059,Privada com fins lucrativos,Nordeste,Ceará,1.0,0.0,0.0,0.0,0.0,1.25,0.75,1.25,0.75,0.75
490,75,1060,Privada com fins lucrativos,Centro-Oeste,Distrito Federal,7.0,14.0,14.0,9.0,1.0,2.0,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.3333333333333333
491,3,1063,Privada sem fins lucrativos,Sudeste,Espírito Santo,0.0,0.0,2.0,0.0,0.0,2.6666666666666665,4.0,3.333333333333333,1.3333333333333333,1.3333333333333333
492,6,1064,Privada sem fins lucrativos,Sudeste,Espírito Santo,2.0,2.0,2.0,0.0,0.0,2.6666666666666665,4.0,3.333333333333333,1.3333333333333333,1.3333333333333333
493,12,1066,Privada com fins lucrativos,Norte,Tocantins,1.0,0.0,1.0,0.0,0.0,0.5,0.6666666666666666,0.5833333333333334,0.3333333333333333,0.3333333333333333
498,16,1075,Privada com fins lucrativos,Nordeste,Paraíba,14.0,7.0,7.0,2.0,2.0,3.75,2.25,3.75,2.25,2.25
499,7,1076,Privada sem fins lucrativos,Nordeste,Paraíba,1.0,2.0,1.0,3.0,0.0,2.8571428571428568,2.2857142857142856,2.8571428571428568,1.7142857142857142,1.7142857142857142
500,34,1077,Privada com fins lucrativos,Nordeste,Pernambuco,14.0,3.0,8.0,1.0,0.0,1.9117647058823528,2.676470588235294,2.294117647058824,1.1470588235294117,1.1470588235294117
501,37,1078,Privada com fins lucrativos,Sul,Paraná,0.0,1.0,0.0,1.0,0.0,0.2702702702702703,0.21621621621621626,0.32432432432432434,0.16216216216216214,0.16216216216216214
502,6,1079,Privada sem fins lucrativos,Sul,Paraná,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,9,1080,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,0.0,0.0,2.0,0.0,0.0,1.3333333333333333,1.7777777777777777,1.7777777777777777,0.8888888888888888,0.8888888888888888
505,46,1082,Pública Federal,Nordeste,Rio Grande do Norte,60.0,18.0,38.0,17.0,1.0,3.0,3.3043478260869565,3.4782608695652173,1.9782608695652173,1.9782608695652173
506,11,1084,Privada sem fins lucrativos,Sul,Rio Grande do Sul,1.0,0.0,1.0,0.0,0.0,1.0909090909090908,0.9090909090909092,1.2727272727272727,0.7272727272727273,0.7272727272727273
507,4,1085,Privada sem fins lucrativos,Sul,Rio Grande do Sul,1.0,0.0,0.0,0.0,0.0,1.5,1.25,1.75,1.0,1.0
508,23,1087,Privada sem fins lucrativos,Norte,Rondônia,5.0,3.0,2.0,3.0,0.0,1.391304347826087,0.6956521739130435,1.391304347826087,0.6956521739130435,0.6956521739130435
509,11,1090,Privada com fins lucrativos,Nordeste,Sergipe,2.0,0.0,0.0,0.0,0.0,1.0909090909090908,1.2727272727272727,1.2727272727272727,0.7272727272727273,0.7272727272727273
510,20,1092,Privada com fins lucrativos,Sudeste,São Paulo,3.0,3.0,19.0,17.0,0.0,3.4,1.7,2.5,1.7,1.7
512,84,1100,Privada sem fins lucrativos,Sudeste,São Paulo,6.0,4.0,39.0,6.0,4.0,2.273809523809524,2.7142857142857144,2.583333333333333,1.511904761904762,1.511904761904762
513,61,1107,Privada com fins lucrativos,Nordeste,Ceará,27.0,18.0,15.0,5.0,0.0,1.8852459016393444,1.4426229508196722,1.6229508196721312,1.1311475409836065,1.1311475409836065
514,44,1113,Privada sem fins lucrativos,Centro-Oeste,Distrito Federal,11.0,3.0,5.0,1.0,1.0,0.8181818181818182,0.4090909090909091,0.8181818181818182,0.4090909090909091,0.4090909090909091
515,11,1115,Privada sem fins lucrativos,Nordeste,Maranhão,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818185,0.0,0.0
516,5,1118,Privada com fins lucrativos,Sudeste,São Paulo,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.2,0.6,0.6
517,32,1120,Pública Federal,Sudeste,Rio de Janeiro,2.0,7.0,20.0,9.0,3.0,1.40625,1.71875,1.6875,0.875,0.875
520,2,1124,Privada com fins lucrativos,Nordeste,Bahia,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.5
522,67,1126,Pública Estadual,Sul,Paraná,2.0,1.0,2.0,0.0,0.0,0.29850746268656714,0.14925373134328354,0.29850746268656714,0.14925373134328354,0.14925373134328354
523,16,1128,Privada sem fins lucrativos,Sudeste,Minas Gerais,1.0,1.0,0.0,0.0,0.0,0.75,0.75,0.875,0.5,0.5
525,18,1131,Privada com fins lucrativos,Nordeste,Piauí,3.0,1.0,0.0,2.0,0.0,1.1111111111111112,0.8333333333333334,1.1111111111111112,0.5555555555555556,0.5555555555555556
528,59,1141,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,2.0,0.0,5.0,4.0,0.0,0.6949152542372882,1.0,0.8983050847457628,0.4576271186440678,0.4576271186440678
529,1,1142,Privada com fins lucrativos,Sudeste,Espírito Santo,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
532,68,1149,Privada com fins lucrativos,Sudeste,São Paulo,26.0,13.0,17.0,6.0,1.0,2.647058823529412,3.4117647058823533,3.4411764705882355,1.7647058823529411,1.7647058823529411
534,16,1151,Privada com fins lucrativos,Nordeste,Sergipe,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,120,1153,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,4.0,2.0,6.0,0.0,0.0,0.19166666666666668,0.15833333333333333,0.2416666666666667,0.10833333333333334,0.10833333333333334
539,3,1159,Privada com fins lucrativos,Sudeste,Espírito Santo,2.0,0.0,1.0,1.0,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.0
540,17,1160,Privada com fins lucrativos,Centro-Oeste,Goiás,0.0,0.0,2.0,0.0,0.0,0.29411764705882354,0.2352941176470588,0.29411764705882354,0.17647058823529413,0.17647058823529413
541,5,1161,Privada sem fins lucrativos,Sudeste,São Paulo,2.0,0.0,1.0,2.0,0.0,2.4,1.6,2.6,1.2,1.2
543,43,1166,Pública Federal,Nordeste,Paraíba,92.0,46.0,256.0,27.0,5.0,5.651162790697675,7.627906976744187,6.697674418604652,3.767441860465116,3.767441860465116
545,17,1173,Privada com fins lucrativos,Centro-Oeste,Distrito Federal,39.0,20.0,43.0,26.0,0.0,4.941176470588236,4.941176470588236,6.588235294117648,3.294117647058824,3.294117647058824
547,13,1175,Privada sem fins lucrativos,Sul,Rio Grande do Sul,1.0,0.0,1.0,0.0,0.0,0.38461538461538464,0.3076923076923077,0.3076923076923077,0.2307692307692308,0.2307692307692308
549,87,1185,Privada com fins lucrativos,Nordeste,Bahia,1.0,1.0,0.0,0.0,0.0,0.10344827586206896,0.14942528735632185,0.11494252873563217,0.057471264367816084,0.057471264367816084
550,17,1187,Privada com fins lucrativos,Sudeste,São Paulo,11.0,3.0,4.0,2.0,0.0,2.8235294117647056,2.8235294117647056,3.294117647058824,1.8823529411764703,1.8823529411764703
551,27,1189,Privada sem fins lucrativos,Sul,Santa Catarina,10.0,7.0,7.0,0.0,0.0,2.6666666666666665,4.0,3.555555555555556,1.7777777777777777,1.7777777777777777
556,2,1195,Privada sem fins lucrativos,Sudeste,São Paulo,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.5,0.5
557,102,1196,Privada com fins lucrativos,Sul,Paraná,373.0,168.0,249.0,68.0,18.0,4.0,5.3431372549019605,5.333333333333333,2.6666666666666665,2.6666666666666665
558,3,1198,Privada com fins lucrativos,Sul,Paraná,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
559,2,1201,Privada sem fins lucrativos,Sudeste,Minas Gerais,0.0,0.0,0.0,1.0,0.0,2.5,2.5,3.0,1.5,1.5
560,15,1202,Privada com fins lucrativos,Sudeste,Minas Gerais,1.0,1.0,0.0,0.0,0.0,0.4,0.5333333333333333,0.5333333333333333,0.26666666666666666,0.26666666666666666
561,20,1205,Privada com fins lucrativos,Sul,Paraná,54.0,31.0,62.0,27.0,5.0,5.1,6.8,5.95,3.4,3.4
562,8,1208,Privada sem fins lucrativos,Nordeste,Rio Grande do Norte,2.0,0.0,1.0,0.0,0.0,0.75,0.5,0.875,0.5,0.5
567,19,1224,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,1.0,0.0,0.3157894736842105,0.3684210526315789,0.5789473684210527,0.2631578947368421,0.2631578947368421
568,23,1225,Privada com fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,0.0,0.0,0.08695652173913042,0.08695652173913042,0.13043478260869565,0.043478260869565216,0.043478260869565216
569,4,1226,Privada com fins lucrativos,Norte,Acre,0.0,0.0,0.0,82.0,0.0,0.0,2.0,1.0,0.0,0.0
570,13,1227,Privada sem fins lucrativos,Nordeste,Bahia,2.0,1.0,4.0,1.0,0.0,0.4615384615384616,0.9230769230769232,0.8461538461538461,0.3076923076923077,0.3076923076923077
571,17,1230,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05882352941176471,0.0,0.0
572,9,1231,Privada sem fins lucrativos,Sul,Rio Grande do Sul,0.0,1.0,7.0,0.0,0.0,2.0,3.0,2.6666666666666665,1.3333333333333333,1.3333333333333333
573,52,1232,Privada sem fins lucrativos,Sul,Paraná,2.0,0.0,0.0,1.0,0.0,0.21153846153846154,0.1346153846153846,0.21153846153846154,0.1346153846153846,0.1346153846153846
574,15,1233,Privada com fins lucrativos,Centro-Oeste,Mato Grosso,10.0,3.0,11.0,9.0,0.0,3.6,3.6,4.8,2.4,2.4
575,8,1237,Privada sem fins lucrativos,Centro-Oeste,Goiás,1.0,0.0,0.0,0.0,0.0,0.75,1.125,1.0,0.5,0.5
576,7,1239,Privada com fins lucrativos,Centro-Oeste,Goiás,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,1.2857142857142858,1.1428571428571428,0.5714285714285714,0.5714285714285714
578,9,1243,Privada sem fins lucrativos,Sudeste,Espírito Santo,5.0,1.0,0.0,1.0,0.0,2.2222222222222223,3.333333333333333,2.7777777777777777,1.1111111111111112,1.1111111111111112
579,26,1244,Privada com fins lucrativos,Sudeste,Espírito Santo,3.0,0.0,0.0,2.0,0.0,1.1538461538461535,1.7307692307692308,1.3461538461538465,0.7692307692307693,0.7692307692307693
581,3,1247,Privada sem fins lucrativos,Centro-Oeste,Mato Grosso do Sul,0.0,0.0,1.0,0.0,0.0,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333
585,9,1253,Privada sem fins lucrativos,Sudeste,Minas Gerais,0.0,1.0,0.0,0.0,0.0,0.4444444444444444,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.3333333333333333
589,22,1258,Privada com fins lucrativos,Sul,Paraná,9.0,4.0,9.0,2.0,0.0,2.4545454545454546,2.4545454545454546,3.272727272727273,1.6363636363636365,1.6363636363636365
591,14,1264,Privada sem fins lucrativos,Nordeste,Rio Grande do Norte,0.0,1.0,6.0,2.0,0.0,2.142857142857143,3.2142857142857144,2.8571428571428568,1.4285714285714286,1.4285714285714286
593,25,1267,Privada com fins lucrativos,Sul,Santa Catarina,0.0,0.0,1.0,0.0,0.0,0.24,0.32,0.28,0.16,0.16
594,94,1270,Privada com fins lucrativos,Sudeste,São Paulo,36.0,17.0,30.0,7.0,6.0,1.9680851063829787,2.127659574468085,2.4042553191489358,1.2021276595744679,1.2021276595744679
595,63,1273,Privada com fins lucrativos,Sudeste,São Paulo,13.0,4.0,9.0,1.0,0.0,0.25396825396825395,0.5079365079365079,0.5079365079365079,0.25396825396825395,0.25396825396825395
598,2,1279,Privada com fins lucrativos,Sudeste,São Paulo,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.5,0.5
600,17,1281,Privada com fins lucrativos,Sudeste,São Paulo,1.0,1.0,0.0,0.0,0.0,0.7058823529411765,1.0588235294117647,0.9411764705882352,0.4705882352941176,0.4705882352941176
603,5,1291,Privada com fins lucrativos,Sul,Paraná,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
604,33,1292,Especial,Sudeste,São Paulo,0.0,1.0,0.0,0.0,0.0,0.18181818181818185,0.24242424242424246,0.18181818181818185,0.12121212121212123,0.12121212121212123
605,92,1294,Privada com fins lucrativos,Sudeste,São Paulo,2.0,0.0,3.0,2.0,1.0,0.5217391304347826,0.6956521739130435,0.6086956521739131,0.3478260869565217,0.3478260869565217
608,12,1298,Privada com fins lucrativos,Nordeste,Alagoas,12.0,2.0,4.0,0.0,0.0,4.0,4.666666666666667,5.333333333333333,2.6666666666666665,2.6666666666666665
609,27,1299,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,1.0,6.0,0.0,0.0,1.1111111111111112,1.6666666666666667,1.4814814814814814,0.7407407407407407,0.7407407407407407
613,52,1303,Pública Federal,Centro-Oeste,Goiás,13.0,5.0,8.0,4.0,0.0,0.6346153846153846,0.8076923076923077,1.1153846153846154,0.40384615384615385,0.40384615384615385
615,4,1305,Privada com fins lucrativos,Centro-Oeste,Mato Grosso,3.0,1.0,7.0,2.0,0.0,6.0,6.0,8.0,4.0,4.0
616,9,1307,Privada com fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.8888888888888888,0.4444444444444444,0.4444444444444444
617,13,1308,Privada com fins lucrativos,Sudeste,Espírito Santo,1.0,0.0,0.0,0.0,0.0,0.2307692307692308,0.3076923076923077,0.38461538461538464,0.15384615384615385,0.15384615384615385
619,30,1310,Privada sem fins lucrativos,Sudeste,São Paulo,5.0,2.0,6.0,1.0,0.0,1.8333333333333333,1.8333333333333333,1.4666666666666666,1.1,1.1
621,4,1312,Privada com fins lucrativos,Centro-Oeste,Mato Grosso,3.0,0.0,2.0,1.0,0.0,3.0,4.0,4.0,2.0,2.0
622,7,1313,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.2857142857142857
624,26,1317,Privada com fins lucrativos,Sudeste,São Paulo,0.0,1.0,0.0,0.0,0.0,0.1153846153846154,0.2307692307692308,0.1153846153846154,0.07692307692307693,0.07692307692307693
625,15,1318,Privada com fins lucrativos,Nordeste,Bahia,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0
626,6,1319,Privada com fins lucrativos,Sudeste,Minas Gerais,0.0,1.0,0.0,0.0,0.0,1.0,1.5,1.3333333333333333,0.6666666666666666,0.6666666666666666
627,12,1322,Privada sem fins lucrativos,Sudeste,São Paulo,2.0,1.0,1.0,0.0,1.0,1.25,1.25,1.25,0.75,0.75
629,36,1326,Privada com fins lucrativos,Sudeste,Espírito Santo,3.0,0.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.8333333333333334,0.4444444444444444,0.4444444444444444
631,13,1328,Privada sem fins lucrativos,Nordeste,Pernambuco,0.0,0.0,0.0,1.0,0.0,0.38461538461538464,0.3076923076923077,0.4615384615384616,0.2307692307692308,0.2307692307692308
634,15,1334,Privada com fins lucrativos,Nordeste,Paraíba,1.0,0.0,1.0,0.0,0.0,0.4,0.4666666666666667,0.5333333333333333,0.26666666666666666,0.26666666666666666
635,55,1336,Privada sem fins lucrativos,Sul,Paraná,31.0,26.0,38.0,52.0,1.0,4.0,4.672727272727274,5.345454545454546,2.6545454545454548,2.6545454545454548
636,10,1337,Privada com fins lucrativos,Sul,Paraná,2.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,0.6,0.6
638,21,1345,Privada com fins lucrativos,Sudeste,São Paulo,19.0,6.0,7.0,3.0,0.0,3.1428571428571432,3.1428571428571432,4.190476190476192,2.095238095238096,2.095238095238096
640,15,1350,Privada com fins lucrativos,Nordeste,Ceará,3.0,6.0,2.0,0.0,0.0,2.0,1.5333333333333334,2.333333333333333,1.1333333333333333,1.1333333333333333
641,58,1351,Privada sem fins lucrativos,Sul,Santa Catarina,13.0,4.0,7.0,4.0,0.0,0.8275862068965517,1.1034482758620692,1.3793103448275863,0.5517241379310345,0.5517241379310345
644,1,1357,Pública Estadual,Sudeste,Rio de Janeiro,3.0,3.0,1.0,1.0,1.0,5.0,4.0,6.0,3.0,3.0
646,4,1360,Privada com fins lucrativos,Nordeste,Piauí,0.0,1.0,1.0,2.0,0.0,0.0,0.25,0.25,0.0,0.0
647,13,1362,Privada com fins lucrativos,Sudeste,Minas Gerais,0.0,1.0,2.0,1.0,0.0,0.9230769230769232,1.0769230769230769,1.0769230769230769,0.6153846153846154,0.6153846153846154
650,54,1365,Privada sem fins lucrativos,Sudeste,São Paulo,13.0,1.0,4.0,10.0,0.0,1.6666666666666667,1.8148148148148149,2.185185185185185,0.9629629629629628,0.9629629629629628
651,3,1373,Privada com fins lucrativos,Sudeste,São Paulo,0.0,1.0,0.0,0.0,0.0,1.3333333333333333,1.6666666666666667,2.0,1.0,1.0
652,15,1374,Privada com fins lucrativos,Centro-Oeste,Mato Grosso,1.0,1.0,1.0,0.0,0.0,1.2,1.8,1.6,0.8,0.8
653,7,1375,Privada sem fins lucrativos,Centro-Oeste,Mato Grosso,1.0,2.0,3.0,0.0,0.0,3.4285714285714284,4.0,4.571428571428571,2.2857142857142856,2.2857142857142856
654,14,1379,Privada sem fins lucrativos,Sudeste,Espírito Santo,6.0,9.0,22.0,14.0,0.0,0.8571428571428571,0.9285714285714286,2.571428571428572,0.8571428571428571,0.8571428571428571
661,5,1387,Privada com fins lucrativos,Sudeste,São Paulo,0.0,0.0,0.0,1.0,0.0,1.0,0.8,0.8,0.6,0.6
662,128,1388,Privada com fins lucrativos,Sudeste,São Paulo,4.0,5.0,3.0,20.0,1.0,0.0,0.0,0.2890625,0.0,0.0
664,6,1395,Privada com fins lucrativos,Centro-Oeste,Goiás,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666
665,42,1396,Privada com fins lucrativos,Sul,Paraná,3.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.19047619047619047,0.19047619047619047
666,11,1400,Privada sem fins lucrativos,Sul,Paraná,1.0,1.0,3.0,1.0,0.0,0.8181818181818182,1.6363636363636365,1.3636363636363635,0.5454545454545454,0.5454545454545454
667,2,1401,Privada com fins lucrativos,Nordeste,Piauí,0.0,0.0,1.0,0.0,0.0,1.5,1.5,1.0,1.0,1.0
668,3,1402,Privada com fins lucrativos,Centro-Oeste,Goiás,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
670,13,1404,Privada com fins lucrativos,Centro-Oeste,Goiás,2.0,0.0,0.0,0.0,0.0,0.9230769230769232,1.3846153846153846,1.2307692307692308,0.6153846153846154,0.6153846153846154
671,20,1409,Privada com fins lucrativos,Sudeste,Espírito Santo,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.9,0.6,0.6
674,19,1412,Privada com fins lucrativos,Sudeste,São Paulo,19.0,13.0,19.0,10.0,0.0,4.105263157894736,4.105263157894736,5.473684210526316,2.736842105263158,2.736842105263158
675,4,1413,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,0.0,0.0,0.75,1.25,0.75,0.5,0.5
676,37,1414,Privada com fins lucrativos,Norte,Rondônia,0.0,1.0,1.0,1.0,0.0,0.10810810810810813,0.054054054054054064,0.16216216216216214,0.054054054054054064,0.054054054054054064
677,5,1417,Privada sem fins lucrativos,Sul,Paraná,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
678,25,1418,Privada com fins lucrativos,Sudeste,São Paulo,8.0,0.0,5.0,0.0,3.0,1.8,1.8,1.8,1.08,1.08
679,14,1419,Privada com fins lucrativos,Sul,Paraná,9.0,3.0,3.0,0.0,0.0,2.142857142857143,2.142857142857143,2.5,1.4285714285714286,1.4285714285714286
681,92,1422,Privada com fins lucrativos,Norte,Amazonas,32.0,22.0,17.0,6.0,1.0,0.043478260869565216,0.2065217391304348,0.6195652173913043,0.021739130434782608,0.021739130434782608
683,5,1425,Privada com fins lucrativos,Nordeste,Ceará,0.0,0.0,1.0,2.0,0.0,2.4,3.6,3.2,1.6,1.6
684,11,1426,Privada sem fins lucrativos,Centro-Oeste,Goiás,2.0,0.0,1.0,1.0,0.0,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.4545454545454545,0.4545454545454545
685,124,1427,Privada com fins lucrativos,Sul,Rio Grande do Sul,25.0,18.0,44.0,10.0,1.0,1.9838709677419355,2.0080645161290325,2.3306451612903225,1.3306451612903225,1.3306451612903225
686,3,1428,Privada com fins lucrativos,Centro-Oeste,Distrito Federal,0.0,1.0,0.0,0.0,0.0,1.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666
689,5,1432,Privada sem fins lucrativos,Sudeste,São Paulo,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
692,15,1436,Privada com fins lucrativos,Norte,Amazonas,1.0,1.0,1.0,1.0,0.0,0.4,0.2,0.6,0.2,0.2
693,13,1437,Privada com fins lucrativos,Sudeste,São Paulo,2.0,0.0,1.0,2.0,0.0,0.7692307692307693,0.5384615384615384,0.5384615384615384,0.4615384615384616,0.4615384615384616
694,4,1438,Privada com fins lucrativos,Sudeste,São Paulo,1.0,0.0,3.0,2.0,0.0,2.25,2.25,3.0,1.5,1.5
695,5,1439,Privada com fins lucrativos,Sudeste,São Paulo,1.0,0.0,6.0,1.0,1.0,1.6,1.4,2.0,1.0,1.0
697,2,1441,Privada com fins lucrativos,Nordeste,Piauí,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,2.0,2.0
698,1,1442,Privada com fins lucrativos,Centro-Oeste,Mato Grosso,6.0,1.0,4.0,2.0,0.0,6.0,6.0,8.0,4.0,4.0
